date,open,high,low,close,volume,dividend_amount
2010-05-07,1227.5,1227.5,1182.2,1190.25,1032295.0,0.0
2010-05-10,1210.0,1257.95,1204.0,1249.3,694555.0,0.0
2010-05-11,1255.0,1278.9,1246.5,1258.95,1376970.0,0.0
2010-05-12,1250.0,1295.25,1250.0,1287.8,1171390.0,0.0
2010-05-13,1296.0,1318.0,1293.0,1311.15,1060625.0,0.0
2010-05-14,1297.0,1309.85,1271.0,1288.1,1524805.0,0.0
2010-05-17,1261.0,1274.0,1230.0,1261.85,2865790.0,0.0
2010-05-18,1250.0,1269.9,1248.0,1254.55,1767190.0,0.0
2010-05-19,1241.0,1245.0,1193.05,1205.1,1378000.0,0.0
2010-05-20,1203.0,1226.9,1182.0,1207.4,1711755.0,2.4
2010-05-21,1180.0,1250.0,1174.1,1217.85,1525415.0,0.0
2010-05-24,1258.7,1258.7,1189.0,1196.15,768600.0,0.0
2010-05-25,1180.0,1188.4,1153.1,1163.75,897795.0,0.0
2010-05-26,1163.0,1192.0,1151.0,1157.85,844350.0,0.0
2010-05-27,1160.25,1221.0,1146.6,1215.7,1707500.0,0.0
2010-05-28,1230.0,1248.0,1204.95,1220.5,1439285.0,0.0
2010-05-31,1228.0,1235.0,1210.0,1228.4,757840.0,0.0
2010-06-01,1230.0,1233.0,1176.2,1180.85,1567815.0,0.0
2010-06-02,1185.0,1207.5,1173.2,1202.6,1283310.0,0.0
2010-06-03,1219.5,1249.9,1211.2,1243.95,1274480.0,0.0
2010-06-04,1249.0,1257.25,1234.0,1240.1,1114985.0,0.0
2010-06-07,1212.0,1226.1,1194.0,1215.55,1140795.0,0.0
2010-06-08,1215.55,1243.0,1215.15,1226.7,1125895.0,0.0
2010-06-09,1231.7,1253.0,1228.7,1240.5,1426970.0,0.0
2010-06-10,1240.0,1248.5,1222.0,1245.95,1107185.0,0.0
